,hotel_name,rating,room_description,price,location_descirption,long_description
96,Hotel Suizo,8.3,"Room Assigned on Arrival
1 single bed","€ 1,238","Ciutat Vella, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Hotel Suizo! To save at this property, all you have to do is sign in.
This hotel, located in the Gothic heart of Barcelona near the Cathedral, enjoys an ideal location for visiting the sights of this exciting city.

Hotel Suizo has modern facilities and comfortable rooms with satellite television and air conditioning. Watch the world go by from the bedroom with a balcony overlooking the streets of Barcelona’s Gothic quarter, or relax in the Suizo’s lounge.

Wander in the labyrinth of narrow streets surrounding the impressive Barcelona Cathedral, just 200 metres from the hotel. A short walk takes you to the famous Ramblas, with its colourful street performers and pavement cafés.

Walk down to the old port or the beach, or take the metro to visit other areas of the city. A metro station next to the Hotel Suizo makes public transport connections easy."
97,"Hotel Balmes, a member of Preferred Hotels & Resorts",8.4,"Superior Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site","€ 1,544","Eixample, BarcelonaShow on map1 km from centreMetro access","Balmes is located in central Barcelona, 5 minutes’ walk from the famous Passeig de Gràcia Boulevard. It offers a swimming pool, a gym/fitness center and modern rooms with satellite TV.

The air-conditioned rooms at Hotel Balmes feature parquet floors and smart, simple décor. They all come with a private bathroom, a flat-screen TV and free Wi-Fi.

B Bar, like the rest of the hotel, is decorated with works of African art.

Staff at the hotel’s 24-hour reception can help booking tickets for guided tours, live shows and other events. There is a computer in the lobby which guests can use for free.

Gaudí’s Casa Batlló and La Pedrera are both under 10 minutes’ walk from the hotel. You can walk to Las Ramblas and Barcelona’s charming Gothic Quarter in around 15 minutes."
98,Suites Avenue,8.9,"Superior Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 53m²
1 large double bed
Free cancellation
No prepayment needed – pay at the property
Only 5 left at this price on our site","€ 2,138","Eixample, BarcelonaShow on map1 km from centreMetro access","Set in a striking, contemporary building on Passeig de Gràcia and facing Gaudí’s La Pedrera, Suites Avenue offers stylish accommodation. It features an outdoor swimming pool, a gym and sauna.

Each of the Avenue’s apartments has simple, chic décor with parquet floors and leather sofas. All apartments have a large kitchen with an oven, fridge and dishwasher. Free Wi-Fi is available.

The property has a concierge service, which guests can use to arrange excursions, beauty treatments and babysitting.

The apartments are a 5-minute walk from a selection of upmarket shops and close to a range of cafés and restaurants.

Casa Batlló is 5 minutes’ walk from the apartments, while Plaza de Catalunya and Las Ramblas are just over 1 km away. Diagonal Metro Station is a 2-minute walk from the Suites."
99,Aparthotel Arai 4* Superior,9.0,"Room Assigned on Arrival
1 single bed
Free cancellation","€ 2,038","Ciutat Vella, BarcelonaShow on map0.9 km from centreMetro accessBeach nearby","Set in the heart of Barcelona’s Gothic Quarter, Aparthotel Arai 4* Superior features an outdoor swimming pool, a gym with a sauna, and a rooftop terrace with city views. from its two terraces with jacuzzi.

The Arai is set in an 18th-century building and features stunning frescos on the façades, which are part of the architectural Heritage, historical and artistic of Barcelona, which gives it the Speciality Monument status.

Rooms feature a stylish, rustic décor with exposed stone walls and large windows. The air-conditioned rooms include free Wi-Fi and flat-screen satellite TV. They have a sofa and a small kitchenette with a fridge, microwave and coffee maker. Private bathrooms include free toiletries and a hairdryer.

Aparthotel Arai features Restaurant Palosanto, a classic tavern offering  tapas and Kokka, the first Peruvian bar in Barcelona.

Las Ramblas Avenue and Liceu Metro Station are just 5 minutes’ walk away. Airport buses leave from Plaza Catalunya, 950 metres away. Barcelona’s Port Vell is 10 minutes’ walk from Aparthotel Arai 4* Superior."
100,Catalonia Magdalenes,9.1,"Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property","€ 1,999","Ciutat Vella, BarcelonaShow on map400 m from centreMetro accessBeach nearby","Catalonia Magdalenes Hotel is set in  Barcelona, 200 metres from the Cathedral of Barcelona and offers a terrace with an outdoor pool with views of the Cathedral and a spa. Portal de l'Angel is 200 metres away.

Each room at this hotel is air conditioned, soundproofed and features a flat-screen TV and a Nespresso Coffee Machine. The bathroom comes with free toiletries and a hairdryer. All hotel rooms have smart TVs, which are equipped with Chromecast app.

You will find a 24-hour front desk at the property, There is also a spa with a hot tub and a gym. The hotel offers show-cooking during breakfast.

Plaça Catalunya is 400 metres from Catalonia Magdalenes Hotel, while Picasso Museum is 600 metres away. Barcelona El Prat Airport is 13 km from the property."
101,MH Apartments Ramblas,8.1,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 70m²
4 beds (2 singles, 1 double, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site","€ 2,370","Ciutat Vella, BarcelonaShow on map1 km from centreMetro accessBeach nearby","MH Apartments Ramblas is located in front of Palau Güell, 120 metres from Las Ramblas of Barcelona. Columbus Monument and Moll de Barcelona Ferry Station are within 10 minutes’ walk away.

Each bright apartment features city views. There is a living room with air condition with a TV, a dining area and a well-equipped kitchen. There is free high-speed WiFi.

The apartments at MH also include a washing machine and basic cleaning products. Tourist information can be provided at the reception.

The nearest metro station is Liceu, which is 350 metres away from MH Apartments Ramblas. Plaça Catalunya Square is 1 km away."
102,MH Apartments Ramblas,8.1,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 70m²
4 beds (2 singles, 1 double, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site","€ 2,370","Ciutat Vella, BarcelonaShow on map1 km from centreMetro accessBeach nearby","MH Apartments Ramblas is located in front of Palau Güell, 120 metres from Las Ramblas of Barcelona. Columbus Monument and Moll de Barcelona Ferry Station are within 10 minutes’ walk away.

Each bright apartment features city views. There is a living room with air condition with a TV, a dining area and a well-equipped kitchen. There is free high-speed WiFi.

The apartments at MH also include a washing machine and basic cleaning products. Tourist information can be provided at the reception.

The nearest metro station is Liceu, which is 350 metres away from MH Apartments Ramblas. Plaça Catalunya Square is 1 km away."
103,Acta BCN 40,8.4,"Double Room
1 double bed
Only 3 rooms left at this price on our site","€ 1,502","Ciutat Vella, BarcelonaShow on map0.6 km from centreMetro accessBeach nearby","Acta BCN 40 Hotel is centrally located 350 metres from Barcelona’s Plaza Universitat, and a 5-minute walk from the Ramblas. It offers modern rooms with flat-screen satellite TVs.

Rooms at the Acta are air-conditioned in summer and heated in winter, and have a free safe. The private bathroom comes with a hairdryer and amenities, and you can request an iron at reception.

Guests can enjoy a varied buffet breakfast in the hotel’s stylish breakfast room. A gluten-free breakfast is available upon request. There are many bars, shops and restaurants within a short walk of the hotel.

The Acta BCN 40 has a 24-hour front desk and offers luggage storage. Parking is available nearby for an extra charge."
104,Aparthotel Bcn Montjuic,8.3,"Double or Twin Room
Beds: 1 double or 2 singles","€ 1,286","Sants-Montjuïc, BarcelonaShow on map2.9 km from centreMetro access","Set at the foot of Montjuic Hill, this design aparthotel is a 10-minute walk from Plaza Espanya Metro Station and the Airport Bus Stop. It offers free WiFi and a rooftop terrace with a solarium and a seasonal swimming pool.

The BCN Montjuic is a 5-minute walk from Las Arenas Shopping Centre and a short walk from the Olympic Stadium. Barcelona city centre can be reached in 15 minutes by bus or Metro.

All modern rooms at the Montjuic have air conditioning and heating. They include a flat-screen TV, a seating area and a kitchen with a fridge and microwave.

The apartments also include a living area with a sofa bed, a private bathroom and an equipped kitchen with a washing machine. Bed linen and towels are provided.

The Aparthotel Bcn Montjuic has a TV room, as well as a 24-hour front desk and a tour desk, where guests can arrange to visit local attractions. Laundry service is also available."
105,Hostal Fernando,8.3,"Special Offer - Superior Double Room
Beds: 1 double or 2 singles
Breakfast included
Only 4 rooms left at this price on our site","€ 1,337","Ciutat Vella, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Hostal Fernando! To save at this property, all you have to do is sign in.
Hostal Fernando is set in Barcelona’s Gothic Quarter, 100 metres from Las Ramblas and the historic Plaça Sant Jaume. It offers air-conditioned rooms and dormitories with free Wi-Fi.

The basic rooms at the Hostal Fernando come with a TV, safe and a private bathroom.

Fernando guest house has a simple restaurant and bar. There are many bars and restaurants within a short walk.

The guest house has a tour desk, and bicycle and car rental are offered. Barcelona Cathedral, the Picasso Museum and the famous Boquería Market are all within a 10-minute walk."
106,Suites Avenue,8.9,"Superior Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 53m²
1 large double bed
Free cancellation
No prepayment needed – pay at the property
Only 5 left at this price on our site","€ 2,138","Eixample, BarcelonaShow on map1 km from centreMetro access","Set in a striking, contemporary building on Passeig de Gràcia and facing Gaudí’s La Pedrera, Suites Avenue offers stylish accommodation. It features an outdoor swimming pool, a gym and sauna.

Each of the Avenue’s apartments has simple, chic décor with parquet floors and leather sofas. All apartments have a large kitchen with an oven, fridge and dishwasher. Free Wi-Fi is available.

The property has a concierge service, which guests can use to arrange excursions, beauty treatments and babysitting.

The apartments are a 5-minute walk from a selection of upmarket shops and close to a range of cafés and restaurants.

Casa Batlló is 5 minutes’ walk from the apartments, while Plaza de Catalunya and Las Ramblas are just over 1 km away. Diagonal Metro Station is a 2-minute walk from the Suites."
